id,name,height_dm,weight_hg,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,abilities,generation,is_legendary,is_mythical,color,shape,capture_rate
869,alcremie,3,5,173.0,fairy,,65,60,75,110,121,64,"sweet-veil, aroma-veil",generation-viii,False,False,white,blob,100
870,falinks,30,620,165.0,fighting,,65,100,100,70,60,75,"battle-armor, defiant",generation-viii,False,False,yellow,heads,45
871,pincurchin,3,10,152.0,electric,,48,101,95,91,85,15,"lightning-rod, electric-surge",generation-viii,False,False,purple,tentacles,75
872,snom,3,38,37.0,ice,bug,30,25,35,45,30,20,"shield-dust, ice-scales",generation-viii,False,False,white,squiggle,190
873,frosmoth,13,420,166.0,ice,bug,70,65,60,125,90,65,"shield-dust, ice-scales",generation-viii,False,False,white,bug-wings,75
874,stonjourner,25,5200,165.0,rock,,100,125,135,20,20,70,power-spot,generation-viii,False,False,gray,legs,60
875,eiscue-ice,14,890,165.0,ice,,75,80,110,65,90,50,ice-face,generation-viii,False,False,blue,upright,60
876,indeedee-male,9,280,166.0,psychic,normal,60,65,55,105,95,95,"inner-focus, synchronize, psychic-surge",generation-viii,False,False,purple,upright,30
877,morpeko-full-belly,3,30,153.0,electric,dark,58,95,58,70,58,97,hunger-switch,generation-viii,False,False,yellow,humanoid,180
878,cufant,12,1000,66.0,steel,,72,80,49,40,49,40,"sheer-force, heavy-metal",generation-viii,False,False,yellow,quadruped,190
879,copperajah,30,6500,175.0,steel,,122,130,69,80,69,30,"sheer-force, heavy-metal",generation-viii,False,False,green,quadruped,90
880,dracozolt,18,1900,177.0,electric,dragon,90,100,90,80,70,75,"volt-absorb, hustle, sand-rush",generation-viii,False,False,green,upright,45
881,arctozolt,23,1500,177.0,electric,ice,90,100,90,90,80,55,"volt-absorb, static, slush-rush",generation-viii,False,False,blue,upright,45
882,dracovish,23,2150,177.0,water,dragon,90,90,100,70,80,75,"water-absorb, strong-jaw, sand-rush",generation-viii,False,False,green,legs,45
883,arctovish,20,1750,177.0,water,ice,90,90,100,80,90,55,"water-absorb, ice-body, slush-rush",generation-viii,False,False,blue,fish,45
884,duraludon,18,400,187.0,steel,dragon,70,95,115,120,50,85,"light-metal, heavy-metal, stalwart",generation-viii,False,False,white,upright,45
885,dreepy,5,20,54.0,dragon,ghost,28,60,30,40,30,82,"clear-body, infiltrator, cursed-body",generation-viii,False,False,green,squiggle,45
886,drakloak,14,110,144.0,dragon,ghost,68,80,50,60,50,102,"clear-body, infiltrator, cursed-body",generation-viii,False,False,green,arms,45
887,dragapult,30,500,300.0,dragon,ghost,88,120,75,100,75,142,"clear-body, infiltrator, cursed-body",generation-viii,False,False,green,upright,45
888,zacian,28,1100,335.0,fairy,,92,120,115,80,115,138,intrepid-sword,generation-viii,True,False,blue,quadruped,10
889,zamazenta,29,2100,335.0,fighting,,92,120,115,80,115,138,dauntless-shield,generation-viii,True,False,red,quadruped,10
890,eternatus,200,9500,345.0,poison,dragon,140,85,95,145,95,130,pressure,generation-viii,True,False,purple,wings,255
891,kubfu,6,120,77.0,fighting,,60,90,60,53,50,72,inner-focus,generation-viii,True,False,gray,upright,3
892,urshifu-single-strike,19,1050,275.0,fighting,dark,100,130,100,63,60,97,unseen-fist,generation-viii,True,False,gray,humanoid,3
893,zarude,18,700,300.0,dark,grass,105,120,105,70,95,105,leaf-guard,generation-viii,False,True,green,upright,3
894,regieleki,12,1450,290.0,electric,,80,100,50,100,50,200,transistor,generation-viii,True,False,yellow,humanoid,3
895,regidrago,21,2000,290.0,dragon,,200,100,50,100,50,80,dragons-maw,generation-viii,True,False,green,humanoid,3
896,glastrier,22,8000,290.0,ice,,100,145,130,65,110,30,chilling-neigh,generation-viii,True,False,white,quadruped,3
897,spectrier,20,445,290.0,ghost,,100,65,60,145,80,130,grim-neigh,generation-viii,True,False,black,quadruped,3
898,calyrex,11,77,250.0,psychic,grass,100,80,80,80,80,80,unnerve,generation-viii,True,False,green,humanoid,3
899,wyrdeer,18,951,263.0,normal,psychic,103,105,72,105,75,65,"intimidate, frisk, sap-sipper",generation-viii,False,False,gray,quadruped,135
900,kleavor,18,890,175.0,bug,rock,70,135,95,45,70,85,"swarm, sheer-force, sharpness",generation-viii,False,False,brown,bug-wings,115
901,ursaluna,24,2900,275.0,ground,normal,130,140,105,45,80,50,"guts, bulletproof, unnerve",generation-viii,False,False,brown,quadruped,75
902,basculegion-male,30,1100,265.0,water,ghost,120,112,65,80,75,78,"swift-swim, adaptability, mold-breaker",generation-viii,False,False,green,fish,135
903,sneasler,13,430,102.0,fighting,poison,80,130,60,40,80,120,"pressure, unburden, poison-touch",generation-viii,False,False,gray,upright,135
904,overqwil,25,605,179.0,dark,poison,85,115,95,65,65,85,"poison-point, swift-swim, intimidate",generation-viii,False,False,black,fish,135
905,enamorus-incarnate,16,480,116.0,fairy,flying,74,115,70,135,80,106,"cute-charm, contrary",generation-viii,True,False,pink,arms,3
906,sprigatito,4,41,62.0,grass,,40,61,54,45,45,65,"overgrow, protean",generation-ix,False,False,green,quadruped,45
907,floragato,9,122,144.0,grass,,61,80,63,60,63,83,"overgrow, protean",generation-ix,False,False,green,upright,45
908,meowscarada,15,312,265.0,grass,dark,76,110,70,81,70,123,"overgrow, protean",generation-ix,False,False,green,upright,45
909,fuecoco,4,98,62.0,fire,,67,45,59,63,40,36,"blaze, unaware",generation-ix,False,False,red,upright,45
910,crocalor,10,307,144.0,fire,,81,55,78,90,58,49,"blaze, unaware",generation-ix,False,False,red,upright,45
911,skeledirge,16,3265,265.0,fire,ghost,104,75,100,110,75,66,"blaze, unaware",generation-ix,False,False,red,quadruped,45
912,quaxly,5,61,62.0,water,,55,65,45,50,45,50,"torrent, moxie",generation-ix,False,False,white,upright,45
913,quaxwell,12,215,144.0,water,,70,85,65,65,60,65,"torrent, moxie",generation-ix,False,False,blue,upright,45
914,quaquaval,18,619,265.0,water,fighting,85,120,80,85,75,85,"torrent, moxie",generation-ix,False,False,blue,upright,45
915,lechonk,5,102,51.0,normal,,54,45,40,35,45,35,"aroma-veil, gluttony, thick-fat",generation-ix,False,False,gray,quadruped,255
916,oinkologne-male,10,1200,171.0,normal,,110,100,75,59,80,65,"lingering-aroma, gluttony, thick-fat",generation-ix,False,False,gray,quadruped,100
917,tarountula,3,40,42.0,bug,,35,41,45,29,40,20,"insomnia, stakeout",generation-ix,False,False,white,armor,255
918,spidops,10,165,141.0,bug,,60,79,92,52,86,35,"insomnia, stakeout",generation-ix,False,False,green,armor,120
919,nymble,2,10,42.0,bug,,33,46,40,21,25,45,"swarm, tinted-lens",generation-ix,False,False,gray,armor,190
920,lokix,10,175,158.0,bug,dark,71,102,78,52,55,92,"swarm, tinted-lens",generation-ix,False,False,gray,humanoid,30
921,pawmi,3,25,48.0,electric,,45,50,20,40,25,60,"static, natural-cure, iron-fist",generation-ix,False,False,yellow,quadruped,190
922,pawmo,4,65,123.0,electric,fighting,60,75,40,50,40,85,"volt-absorb, natural-cure, iron-fist",generation-ix,False,False,yellow,upright,80
923,pawmot,9,410,245.0,electric,fighting,70,115,70,70,60,105,"volt-absorb, natural-cure, iron-fist",generation-ix,False,False,yellow,upright,45
924,tandemaus,3,18,61.0,normal,,50,50,45,40,45,75,"run-away, pickup, own-tempo",generation-ix,False,False,white,heads,150
925,maushold-family-of-four,3,28,165.0,normal,,74,75,70,65,75,111,"friend-guard, cheek-pouch, technician",generation-ix,False,False,white,heads,75
926,fidough,3,109,62.0,fairy,,37,55,70,30,55,65,"own-tempo, klutz",generation-ix,False,False,yellow,quadruped,190
927,dachsbun,5,149,167.0,fairy,,57,80,115,50,80,95,"well-baked-body, aroma-veil",generation-ix,False,False,brown,quadruped,90
928,smoliv,3,65,52.0,grass,normal,41,35,45,58,51,30,"early-bird, harvest",generation-ix,False,False,green,legs,255
929,dolliv,6,119,124.0,grass,normal,52,53,60,78,78,33,"early-bird, harvest",generation-ix,False,False,green,humanoid,120
930,arboliva,14,482,255.0,grass,normal,78,69,90,125,109,39,"seed-sower, harvest",generation-ix,False,False,green,humanoid,45
931,squawkabilly-green-plumage,6,24,146.0,normal,flying,82,96,51,45,51,92,"intimidate, hustle, guts",generation-ix,False,False,green,wings,190
932,nacli,4,160,56.0,rock,,55,55,75,35,35,25,"purifying-salt, sturdy, clear-body",generation-ix,False,False,brown,ball,255
933,naclstack,6,1050,124.0,rock,,60,60,100,35,65,35,"purifying-salt, sturdy, clear-body",generation-ix,False,False,brown,quadruped,120
934,garganacl,23,2400,250.0,rock,,100,100,130,45,90,35,"purifying-salt, sturdy, clear-body",generation-ix,False,False,brown,humanoid,45
935,charcadet,6,105,51.0,fire,,40,50,40,50,40,35,"flash-fire, flame-body",generation-ix,False,False,red,humanoid,90
936,armarouge,15,850,263.0,fire,psychic,85,60,100,125,80,75,"flash-fire, weak-armor",generation-ix,False,False,red,humanoid,25
937,ceruledge,16,620,263.0,fire,ghost,75,125,80,60,100,85,"flash-fire, weak-armor",generation-ix,False,False,blue,humanoid,25
938,tadbulb,3,4,54.0,electric,,61,31,41,59,35,45,"own-tempo, static, damp",generation-ix,False,False,yellow,ball,190
939,bellibolt,12,1130,173.0,electric,,109,64,91,103,83,45,"electromorphosis, static, damp",generation-ix,False,False,green,humanoid,50
940,wattrel,4,36,56.0,electric,flying,40,40,35,55,40,70,"wind-power, volt-absorb, competitive",generation-ix,False,False,black,wings,180
941,kilowattrel,14,386,172.0,electric,flying,70,70,60,105,60,125,"wind-power, volt-absorb, competitive",generation-ix,False,False,yellow,wings,90
942,maschiff,5,160,68.0,dark,,60,78,60,40,51,51,"intimidate, run-away, stakeout",generation-ix,False,False,brown,quadruped,150
943,mabosstiff,11,610,177.0,dark,,80,120,90,60,70,85,"intimidate, guard-dog, stakeout",generation-ix,False,False,gray,quadruped,75
944,shroodle,2,7,58.0,poison,normal,40,65,35,40,35,75,"unburden, pickpocket, prankster",generation-ix,False,False,gray,quadruped,190
945,grafaiai,7,272,170.0,poison,normal,63,95,65,80,72,110,"unburden, poison-touch, prankster",generation-ix,False,False,gray,upright,90
946,bramblin,6,6,55.0,grass,ghost,40,65,30,45,35,60,"wind-rider, infiltrator",generation-ix,False,False,brown,ball,190
947,brambleghast,12,60,168.0,grass,ghost,55,115,70,80,70,90,"wind-rider, infiltrator",generation-ix,False,False,brown,ball,45
948,toedscool,9,330,67.0,ground,grass,40,40,35,50,100,70,mycelium-might,generation-ix,False,False,yellow,legs,190
949,toedscruel,19,580,180.0,ground,grass,80,70,65,80,120,100,mycelium-might,generation-ix,False,False,black,tentacles,90
950,klawf,13,790,158.0,rock,,70,100,115,35,55,75,"anger-shell, shell-armor, regenerator",generation-ix,False,False,red,armor,120
951,capsakid,3,30,61.0,grass,,50,62,40,62,40,50,"chlorophyll, insomnia, klutz",generation-ix,False,False,green,upright,190
952,scovillain,9,150,170.0,grass,fire,65,108,65,108,65,75,"chlorophyll, insomnia, moody",generation-ix,False,False,green,upright,75
953,rellor,2,10,54.0,bug,,41,50,60,31,58,30,"compound-eyes, shed-skin",generation-ix,False,False,brown,armor,190
954,rabsca,3,35,165.0,bug,psychic,75,50,85,115,100,45,"synchronize, telepathy",generation-ix,False,False,green,armor,45
955,flittle,2,15,51.0,psychic,,30,35,30,55,30,75,"anticipation, frisk, speed-boost",generation-ix,False,False,yellow,legs,120
956,espathra,19,900,168.0,psychic,,95,60,60,101,60,105,"opportunist, frisk, speed-boost",generation-ix,False,False,yellow,upright,60
957,tinkatink,4,89,59.0,fairy,steel,50,45,45,35,64,58,"mold-breaker, own-tempo, pickpocket",generation-ix,False,False,pink,humanoid,190
958,tinkatuff,7,591,133.0,fairy,steel,65,55,55,45,82,78,"mold-breaker, own-tempo, pickpocket",generation-ix,False,False,pink,humanoid,90
959,tinkaton,7,1128,253.0,fairy,steel,85,75,77,70,105,94,"mold-breaker, own-tempo, pickpocket",generation-ix,False,False,pink,humanoid,45
960,wiglett,12,18,49.0,water,,10,55,25,35,25,95,"gooey, rattled, sand-veil",generation-ix,False,False,white,blob,255
961,wugtrio,12,54,149.0,water,,35,100,50,50,70,120,"gooey, rattled, sand-veil",generation-ix,False,False,red,blob,50
962,bombirdier,15,429,243.0,flying,dark,70,103,85,60,85,82,"big-pecks, keen-eye, rocky-payload",generation-ix,False,False,white,wings,25
963,finizen,13,602,63.0,water,,70,45,40,45,40,75,water-veil,generation-ix,False,False,blue,fish,200
964,palafin-zero,13,602,160.0,water,,100,70,72,53,62,100,zero-to-hero,generation-ix,False,False,blue,fish,45
965,varoom,10,350,60.0,steel,poison,45,70,63,30,45,47,"overcoat, slow-start",generation-ix,False,False,gray,legs,190
966,revavroom,18,1200,175.0,steel,poison,80,119,90,54,67,90,"overcoat, filter",generation-ix,False,False,gray,legs,75
967,cyclizar,16,630,175.0,dragon,normal,70,95,65,85,65,121,"shed-skin, regenerator",generation-ix,False,False,green,quadruped,190
968,orthworm,25,3100,240.0,steel,,70,85,145,60,55,65,"earth-eater, sand-veil",generation-ix,False,False,pink,squiggle,25
969,glimmet,7,80,70.0,rock,poison,48,35,42,105,60,60,"toxic-debris, corrosion",generation-ix,False,False,blue,ball,70
970,glimmora,15,450,184.0,rock,poison,83,55,90,130,81,86,"toxic-debris, corrosion",generation-ix,False,False,blue,ball,25
971,greavard,6,350,58.0,ghost,,50,61,60,30,55,34,"pickup, fluffy",generation-ix,False,False,white,quadruped,120
972,houndstone,20,150,171.0,ghost,,72,101,100,50,97,68,"sand-rush, fluffy",generation-ix,False,False,white,quadruped,60
973,flamigo,16,370,175.0,flying,fighting,82,115,74,75,64,90,"scrappy, tangled-feet, costar",generation-ix,False,False,pink,wings,100
974,cetoddle,12,450,67.0,ice,,108,68,45,30,40,43,"thick-fat, snow-cloak, sheer-force",generation-ix,False,False,white,upright,150
975,cetitan,45,7000,182.0,ice,,170,113,65,45,55,73,"thick-fat, slush-rush, sheer-force",generation-ix,False,False,white,upright,50
976,veluza,25,900,167.0,water,psychic,90,102,73,78,65,70,"mold-breaker, sharpness",generation-ix,False,False,gray,fish,100
977,dondozo,120,2200,265.0,water,,150,100,115,65,65,35,"unaware, oblivious, water-veil",generation-ix,False,False,blue,fish,25
978,tatsugiri-curly,3,80,166.0,dragon,water,68,50,60,120,95,82,"commander, storm-drain",generation-ix,False,False,pink,fish,100
979,annihilape,12,560,268.0,fighting,ghost,110,115,80,50,90,90,"vital-spirit, inner-focus, defiant",generation-ix,False,False,gray,humanoid,45
980,clodsire,18,2230,151.0,poison,ground,130,75,60,45,100,20,"poison-point, water-absorb, unaware",generation-ix,False,False,brown,quadruped,90
981,farigiraf,32,1600,260.0,normal,psychic,120,90,70,110,70,60,"cud-chew, armor-tail, sap-sipper",generation-ix,False,False,brown,quadruped,45
982,dudunsparce-two-segment,36,392,182.0,normal,,125,100,80,85,75,55,"serene-grace, run-away, rattled",generation-ix,False,False,yellow,squiggle,45
983,kingambit,20,1200,275.0,dark,steel,100,135,120,60,85,50,"defiant, supreme-overlord, pressure",generation-ix,False,False,black,humanoid,25
984,great-tusk,22,3200,285.0,ground,fighting,115,131,131,53,53,87,protosynthesis,generation-ix,False,False,purple,quadruped,30
985,scream-tail,12,80,285.0,fairy,psychic,115,65,99,65,115,111,protosynthesis,generation-ix,False,False,pink,upright,50
986,brute-bonnet,12,210,285.0,grass,dark,111,127,99,79,99,55,protosynthesis,generation-ix,False,False,gray,quadruped,50
987,flutter-mane,14,40,285.0,ghost,fairy,55,55,55,135,135,135,protosynthesis,generation-ix,False,False,gray,wings,30
988,slither-wing,32,920,285.0,bug,fighting,85,135,79,85,105,81,protosynthesis,generation-ix,False,False,red,quadruped,30
989,sandy-shocks,23,600,285.0,electric,ground,85,81,97,121,85,101,protosynthesis,generation-ix,False,False,gray,quadruped,30
990,iron-treads,9,2400,285.0,ground,steel,90,112,120,72,70,106,quark-drive,generation-ix,False,False,gray,quadruped,30
991,iron-bundle,6,110,285.0,ice,water,56,80,114,124,60,136,quark-drive,generation-ix,False,False,red,upright,50
992,iron-hands,18,3807,285.0,fighting,electric,154,140,108,50,68,50,quark-drive,generation-ix,False,False,gray,humanoid,50
993,iron-jugulis,13,1110,285.0,dark,flying,94,80,86,122,80,108,quark-drive,generation-ix,False,False,blue,upright,30
994,iron-moth,12,360,285.0,fire,poison,80,70,60,140,110,110,quark-drive,generation-ix,False,False,yellow,bug-wings,30
995,iron-thorns,16,3030,285.0,rock,electric,100,134,110,70,84,72,quark-drive,generation-ix,False,False,green,upright,30
996,frigibax,5,170,64.0,dragon,ice,65,75,45,35,45,55,"thermal-exchange, ice-body",generation-ix,False,False,gray,upright,45
997,arctibax,8,300,148.0,dragon,ice,90,95,66,45,65,62,"thermal-exchange, ice-body",generation-ix,False,False,gray,upright,25
998,baxcalibur,21,2100,300.0,dragon,ice,115,145,92,75,86,87,"thermal-exchange, ice-body",generation-ix,False,False,gray,upright,10
999,gimmighoul,3,50,60.0,ghost,,45,30,70,75,70,10,rattled,generation-ix,False,False,brown,blob,45
1000,gholdengo,12,300,275.0,steel,ghost,87,60,95,133,91,84,good-as-gold,generation-ix,False,False,yellow,humanoid,45
1001,wo-chien,15,742,285.0,dark,grass,85,85,100,95,135,70,tablets-of-ruin,generation-ix,True,False,brown,squiggle,6
1002,chien-pao,19,1522,285.0,dark,ice,80,120,80,90,65,135,sword-of-ruin,generation-ix,True,False,white,quadruped,6
1003,ting-lu,27,6997,285.0,dark,ground,155,110,125,55,80,45,vessel-of-ruin,generation-ix,True,False,brown,quadruped,6
1004,chi-yu,4,49,285.0,dark,fire,55,80,80,135,120,100,beads-of-ruin,generation-ix,True,False,red,fish,6
1005,roaring-moon,20,3800,295.0,dragon,dark,105,139,71,55,101,119,protosynthesis,generation-ix,False,False,green,quadruped,10
1006,iron-valiant,14,350,295.0,fairy,fighting,74,130,90,120,60,116,quark-drive,generation-ix,False,False,white,humanoid,10
1007,koraidon,25,3030,335.0,fighting,dragon,100,135,115,85,100,135,orichalcum-pulse,generation-ix,True,False,red,upright,3
1008,miraidon,35,2400,335.0,electric,dragon,100,85,100,135,115,135,hadron-engine,generation-ix,True,False,blue,quadruped,3
1009,walking-wake,35,2800,295.0,water,dragon,99,83,91,125,83,109,protosynthesis,generation-ix,False,False,blue,upright,5
1010,iron-leaves,15,1250,295.0,grass,psychic,90,130,88,70,108,104,quark-drive,generation-ix,False,False,green,quadruped,5
1011,dipplin,4,97,170.0,grass,dragon,80,80,110,95,80,40,"supersweet-syrup, gluttony, sticky-hold",generation-ix,False,False,green,heads,45
1012,poltchageist,1,11,62.0,grass,ghost,40,45,45,74,54,50,"hospitality, heatproof",generation-ix,False,False,green,ball,120
1013,sinistcha,2,22,178.0,grass,ghost,71,60,106,121,80,70,"hospitality, heatproof",generation-ix,False,False,green,ball,60
1014,okidogi,18,922,278.0,poison,fighting,88,128,115,58,86,80,"toxic-chain, guard-dog",generation-ix,True,False,black,upright,3
1015,munkidori,10,122,278.0,poison,psychic,88,75,66,130,90,106,"toxic-chain, frisk",generation-ix,True,False,black,humanoid,3
1016,fezandipiti,14,301,278.0,poison,fairy,88,91,82,70,125,99,"toxic-chain, technician",generation-ix,True,False,black,wings,3
1017,ogerpon,12,398,275.0,grass,,80,120,84,60,96,110,defiant,generation-ix,True,False,green,humanoid,5
1018,archaludon,20,600,300.0,steel,dragon,90,105,130,125,65,85,"stamina, sturdy, stalwart",generation-ix,False,False,white,upright,10
1019,hydrapple,18,930,270.0,grass,dragon,106,80,110,120,80,44,"supersweet-syrup, regenerator, sticky-hold",generation-ix,False,False,green,heads,10
1020,gouging-fire,35,5900,295.0,fire,dragon,105,115,121,65,93,91,protosynthesis,generation-ix,False,False,brown,quadruped,10
1021,raging-bolt,52,4800,295.0,electric,dragon,125,73,91,137,89,75,protosynthesis,generation-ix,False,False,yellow,quadruped,10
1022,iron-boulder,15,1625,295.0,rock,psychic,90,120,80,68,108,124,quark-drive,generation-ix,False,False,gray,quadruped,10
1023,iron-crown,16,1560,295.0,steel,psychic,90,72,100,122,108,98,quark-drive,generation-ix,False,False,blue,quadruped,10
1024,terapagos,2,65,90.0,normal,,90,65,85,65,85,60,tera-shift,generation-ix,True,False,blue,quadruped,255
1025,pecharunt,3,3,300.0,poison,ghost,88,88,160,88,88,88,poison-puppeteer,generation-ix,False,True,purple,ball,3
10001,deoxys-attack,17,608,270.0,psychic,,50,180,20,180,20,150,pressure,generation-iii,False,True,red,humanoid,3
10002,deoxys-defense,17,608,270.0,psychic,,50,70,160,70,160,90,pressure,generation-iii,False,True,red,humanoid,3
10003,deoxys-speed,17,608,270.0,psychic,,50,95,90,95,90,180,pressure,generation-iii,False,True,red,humanoid,3
10004,wormadam-sandy,5,65,148.0,bug,ground,60,79,105,59,85,36,"anticipation, overcoat",generation-iv,False,False,green,blob,45
10005,wormadam-trash,5,65,148.0,bug,steel,60,69,95,69,95,36,"anticipation, overcoat",generation-iv,False,False,green,blob,45
10006,shaymin-sky,4,52,270.0,grass,flying,100,103,75,120,75,127,serene-grace,generation-iv,False,True,green,quadruped,45
10007,giratina-origin,69,6500,340.0,ghost,dragon,150,120,100,120,100,90,levitate,generation-iv,True,False,black,tentacles,3
10008,rotom-heat,3,3,182.0,electric,fire,50,65,107,105,107,86,levitate,generation-iv,False,False,red,ball,45
10009,rotom-wash,3,3,182.0,electric,water,50,65,107,105,107,86,levitate,generation-iv,False,False,red,ball,45
10010,rotom-frost,3,3,182.0,electric,ice,50,65,107,105,107,86,levitate,generation-iv,False,False,red,ball,45
10011,rotom-fan,3,3,182.0,electric,flying,50,65,107,105,107,86,levitate,generation-iv,False,False,red,ball,45
10012,rotom-mow,3,3,182.0,electric,grass,50,65,107,105,107,86,levitate,generation-iv,False,False,red,ball,45
10013,castform-sunny,3,8,147.0,fire,,70,70,70,70,70,70,forecast,generation-iii,False,False,gray,ball,45
10014,castform-rainy,3,8,147.0,water,,70,70,70,70,70,70,forecast,generation-iii,False,False,gray,ball,45
10015,castform-snowy,3,8,147.0,ice,,70,70,70,70,70,70,forecast,generation-iii,False,False,gray,ball,45
10016,basculin-blue-striped,10,180,161.0,water,,70,92,65,80,55,98,"rock-head, adaptability, mold-breaker",generation-v,False,False,green,fish,25
10017,darmanitan-zen,13,929,189.0,fire,psychic,105,30,105,140,105,55,"sheer-force, zen-mode",generation-v,False,False,red,quadruped,60
10018,meloetta-pirouette,6,65,270.0,normal,fighting,100,128,90,77,77,128,serene-grace,generation-v,False,True,white,humanoid,3
10019,tornadus-therian,14,630,290.0,flying,,79,100,80,110,90,121,regenerator,generation-v,True,False,green,arms,3
10020,thundurus-therian,30,610,290.0,electric,flying,79,105,70,145,80,101,volt-absorb,generation-v,True,False,blue,arms,3
10021,landorus-therian,13,680,300.0,ground,flying,89,145,90,105,80,91,intimidate,generation-v,True,False,brown,arms,3
10022,kyurem-black,33,3250,350.0,dragon,ice,125,170,100,120,90,95,teravolt,generation-v,True,False,gray,upright,3
10023,kyurem-white,36,3250,350.0,dragon,ice,125,120,90,170,100,95,turboblaze,generation-v,True,False,gray,upright,3
10024,keldeo-resolute,14,485,290.0,water,fighting,91,72,90,129,90,108,justified,generation-v,False,True,yellow,quadruped,3
10025,meowstic-female,6,85,163.0,psychic,,74,48,76,83,81,104,"keen-eye, infiltrator, competitive",generation-vi,False,False,blue,upright,75
10026,aegislash-blade,17,530,250.0,steel,ghost,60,140,50,140,50,60,stance-change,generation-vi,False,False,brown,blob,45
10027,pumpkaboo-small,3,35,67.0,ghost,grass,44,66,70,44,55,56,"pickup, frisk, insomnia",generation-vi,False,False,brown,ball,120
10028,pumpkaboo-large,5,75,67.0,ghost,grass,54,66,70,44,55,46,"pickup, frisk, insomnia",generation-vi,False,False,brown,ball,120
10029,pumpkaboo-super,8,150,67.0,ghost,grass,59,66,70,44,55,41,"pickup, frisk, insomnia",generation-vi,False,False,brown,ball,120
10030,gourgeist-small,7,95,173.0,ghost,grass,55,85,122,58,75,99,"pickup, frisk, insomnia",generation-vi,False,False,brown,blob,60
10031,gourgeist-large,11,140,173.0,ghost,grass,75,95,122,58,75,69,"pickup, frisk, insomnia",generation-vi,False,False,brown,blob,60
10032,gourgeist-super,17,390,173.0,ghost,grass,85,100,122,58,75,54,"pickup, frisk, insomnia",generation-vi,False,False,brown,blob,60
10033,venusaur-mega,24,1555,281.0,grass,poison,80,100,123,122,120,80,thick-fat,generation-i,False,False,green,quadruped,45
10034,charizard-mega-x,17,1105,285.0,fire,dragon,78,130,111,130,85,100,tough-claws,generation-i,False,False,red,upright,45
10035,charizard-mega-y,17,1005,285.0,fire,flying,78,104,78,159,115,100,drought,generation-i,False,False,red,upright,45
10036,blastoise-mega,16,1011,284.0,water,,79,103,120,135,115,78,mega-launcher,generation-i,False,False,blue,upright,45
10037,alakazam-mega,12,480,270.0,psychic,,55,50,65,175,105,150,trace,generation-i,False,False,brown,humanoid,50
10038,gengar-mega,14,405,270.0,ghost,poison,60,65,80,170,95,130,shadow-tag,generation-i,False,False,purple,upright,45
10039,kangaskhan-mega,22,1000,207.0,normal,,105,125,100,60,100,100,parental-bond,generation-i,False,False,brown,upright,45
10040,pinsir-mega,17,590,210.0,bug,flying,65,155,120,65,90,105,aerilate,generation-i,False,False,brown,humanoid,45
10041,gyarados-mega,65,3050,224.0,water,dark,95,155,109,70,130,81,mold-breaker,generation-i,False,False,blue,squiggle,45
10042,aerodactyl-mega,21,790,215.0,rock,flying,80,135,85,70,95,150,tough-claws,generation-i,False,False,purple,wings,45
10043,mewtwo-mega-x,23,1270,351.0,psychic,fighting,106,190,100,154,100,130,steadfast,generation-i,True,False,purple,upright,3
10044,mewtwo-mega-y,15,330,351.0,psychic,,106,150,70,194,120,140,insomnia,generation-i,True,False,purple,upright,3
10045,ampharos-mega,14,615,275.0,electric,dragon,90,95,105,165,110,45,mold-breaker,generation-ii,False,False,yellow,upright,45
10046,scizor-mega,20,1250,210.0,bug,steel,70,150,140,65,100,75,technician,generation-ii,False,False,red,bug-wings,25
10047,heracross-mega,17,625,210.0,bug,fighting,80,185,115,40,105,75,skill-link,generation-ii,False,False,blue,humanoid,45
10048,houndoom-mega,19,495,210.0,dark,fire,75,90,90,140,90,115,solar-power,generation-ii,False,False,black,quadruped,45
10049,tyranitar-mega,25,2550,315.0,rock,dark,100,164,150,95,120,71,sand-stream,generation-ii,False,False,green,upright,45
10050,blaziken-mega,19,520,284.0,fire,fighting,80,160,80,130,80,100,speed-boost,generation-iii,False,False,red,upright,45
10051,gardevoir-mega,16,484,278.0,psychic,fairy,68,85,65,165,135,100,pixilate,generation-iii,False,False,white,humanoid,45
10052,mawile-mega,10,235,168.0,steel,fairy,50,105,125,55,95,50,huge-power,generation-iii,False,False,black,humanoid,45
10053,aggron-mega,22,3950,284.0,steel,,70,140,230,60,80,50,filter,generation-iii,False,False,gray,upright,45
10054,medicham-mega,13,315,179.0,fighting,psychic,60,100,85,80,85,100,pure-power,generation-iii,False,False,red,humanoid,90
10055,manectric-mega,18,440,201.0,electric,,70,75,80,135,80,135,intimidate,generation-iii,False,False,yellow,quadruped,45
10056,banette-mega,12,130,194.0,ghost,,64,165,75,93,83,75,prankster,generation-iii,False,False,black,upright,45
10057,absol-mega,12,490,198.0,dark,,65,150,60,115,60,115,magic-bounce,generation-iii,False,False,white,quadruped,30
10058,garchomp-mega,19,950,315.0,dragon,ground,108,170,115,120,95,92,sand-force,generation-iv,False,False,blue,upright,45
10059,lucario-mega,13,575,219.0,fighting,steel,70,145,88,140,70,112,adaptability,generation-iv,False,False,blue,upright,45
10060,abomasnow-mega,27,1850,208.0,grass,ice,90,132,105,132,105,30,snow-warning,generation-iv,False,False,white,upright,60
